Demand,Sales,Date,Month,Class
10,3899.9,23,6,1
11,4289.89,24,6,1
14,5459.86,25,6,1
17,6629.83,26,6,1
13,5069.87,27,6,1
14,5459.86,28,6,1
17,6629.83,29,6,1
13,5069.87,30,6,1
14,5459.86,1,7,1
14,5459.86,2,7,1
11,4289.89,3,7,1
19,7409.81,4,7,0
23,8969.77,5,7,0
9,3509.91,6,7,1
15,5849.85,7,7,1
16,6239.84,8,7,1
13,5069.87,9,7,1
14,5459.86,10,7,1
19,7409.81,11,7,0
24,9359.76,12,7,0
17,6629.83,13,7,1
13,5069.87,14,7,1
18,7019.82,15,7,0
21,8189.79,16,7,0
11,4289.89,17,7,1
17,6629.83,18,7,1
20,7799.8,19,7,0
13,5069.87,20,7,1
16,6239.84,21,7,1
20,7799.8,22,7,0
14,5459.86,23,7,1
11,4289.89,24,7,1
15,5849.85,25,7,1
14,5459.86,26,7,1
15,5849.85,27,7,1
13,5069.87,28,7,1
10,3899.9,29,7,1
11,4289.89,30,7,1
23,8969.77,31,7,0
11,4289.89,1,8,1
10,3899.9,2,8,1
11,4289.89,3,8,1
16,6239.84,4,8,1
16,6239.84,5,8,1
11,4289.89,6,8,1
22,8579.78,7,8,0
21,8189.79,8,8,0
10,3899.9,9,8,1
15,5849.85,10,8,1
13,5069.87,11,8,1
11,4289.89,12,8,1
12,4679.88,13,8,1
22,8579.78,14,8,0
13,5069.87,15,8,1
7,2729.93,16,8,1
14,5459.86,17,8,1
19,7409.81,18,8,0
13,5069.87,19,8,1
14,5459.86,20,8,1
8,3119.92,21,8,1
14,5459.86,22,8,1
15,5849.85,23,8,1
18,7019.82,24,8,0
18,7019.82,25,8,0
9,3509.91,26,8,1
14,5459.86,27,8,1
16,6239.84,28,8,1
16,6239.84,29,8,1
10,3899.9,30,8,1
18,7019.82,31,8,0
12,4679.88,1,9,1
12,4679.88,2,9,1
18,7019.82,3,9,0
16,6239.84,4,9,1
12,4679.88,5,9,1
13,5069.87,6,9,1
11,4289.89,7,9,1
15,5849.85,8,9,1
7,2729.93,9,9,1
14,5459.86,10,9,1
9,3509.91,11,9,1
11,4289.89,12,9,1
15,5849.85,13,9,1
21,8189.79,14,9,0
13,5069.87,15,9,1
9,3509.91,16,9,1
10,3899.9,17,9,1
13,5069.87,18,9,1
10,3899.9,19,9,1
12,4679.88,20,9,1
15,5849.85,21,9,1
11,4289.89,22,9,1
9,3509.91,23,9,1
12,4679.88,24,9,1
13,5069.87,25,9,1
15,5849.85,26,9,1
14,5459.86,27,9,1
14,5459.86,28,9,1
13,5069.87,29,9,1
13,5069.87,30,9,1
22,8579.78,1,10,0
28,10919.72,2,10,0
22,8579.78,3,10,0
19,7409.81,4,10,0
19,7409.81,5,10,0
24,9359.76,6,10,0
27,10529.73,7,10,0
27,10529.73,8,10,0
19,7409.81,9,10,0
23,8969.77,10,10,0
29,11309.71,11,10,0
30,11699.7,12,10,0
21,8189.79,13,10,0
23,8969.77,14,10,0
18,7019.82,15,10,0
21,8189.79,16,10,0
25,9749.75,17,10,0
27,10529.73,18,10,0
19,7409.81,19,10,0
24,9359.76,20,10,0
17,6629.83,21,10,1
27,10529.73,22,10,0
26,10139.74,23,10,0
20,7799.8,24,10,0
20,7799.8,25,10,0
23,8969.77,26,10,0
33,12869.67,27,10,0
27,10529.73,28,10,0
19,7409.81,29,10,0
18,7019.82,30,10,0
22,8579.78,31,10,0
27,10529.73,1,11,0
16,6239.84,2,11,1
18,7019.82,3,11,0
28,10919.72,4,11,0
17,6629.83,5,11,1
24,9359.76,6,11,0
24,9359.76,7,11,0
21,8189.79,8,11,0
20,7799.8,9,11,0
17,6629.83,10,11,1
14,5459.86,11,11,1
16,6239.84,12,11,1
15,5849.85,13,11,1
21,8189.79,14,11,0
16,6239.84,15,11,1
14,5459.86,16,11,1
16,6239.84,17,11,1
19,7409.81,18,11,0
23,8969.77,19,11,0
14,5459.86,20,11,1
10,3899.9,21,11,1
23,8969.77,22,11,0
24,9359.76,23,11,0
22,8579.78,24,11,0
21,8189.79,25,11,0
10,3899.9,26,11,1
22,8579.78,27,11,0
22,8579.78,28,11,0
17,6629.83,29,11,1
27,10529.73,30,11,0
30,11699.7,1,12,0
29,11309.71,2,12,0
23,8969.77,3,12,0
28,10919.72,4,12,0
32,12479.68,5,12,0
29,11309.71,6,12,0
29,11309.71,7,12,0
28,10919.72,8,12,0
23,8969.77,9,12,0
35,13649.65,10,12,0
27,10529.73,11,12,0
31,12089.69,12,12,0
27,10529.73,13,12,0
29,11309.71,14,12,0
30,11699.7,15,12,0
35,13649.65,16,12,0
23,8969.77,17,12,0
23,8969.77,18,12,0
28,10919.72,19,12,0
28,10919.72,20,12,0
28,10919.72,21,12,0
21,8189.79,22,12,0
32,12479.68,23,12,0
25,9749.75,24,12,0
25,9749.75,25,12,0
33,12869.67,26,12,0
35,13649.65,27,12,0
26,10139.74,28,12,0
27,10529.73,29,12,0
27,10529.73,30,12,0
14,5459.86,31,12,1
