Demand,Sales,Date,Month,Class
19,5700,9,11,0
14,4200,10,11,1
21,6300,11,11,0
11,3300,12,11,1
18,5400,13,11,0
21,6300,14,11,0
11,3300,15,11,1
13,3900,16,11,1
14,4200,17,11,1
13,3900,18,11,1
14,4200,19,11,1
17,5100,20,11,0
18,5400,21,11,0
20,6000,22,11,0
16,4800,23,11,0
15,4500,24,11,1
11,3300,25,11,1
15,4500,26,11,1
18,5400,27,11,0
13,3900,28,11,1
12,3600,29,11,1
13,3900,30,11,1
21,6300,1,12,0
29,8700,2,12,0
14,4200,3,12,1
31,9300,4,12,0
24,7200,5,12,0
20,6000,6,12,0
14,4200,7,12,1
23,6900,8,12,0
22,6600,9,12,0
18,5400,10,12,0
18,5400,11,12,0
20,6000,12,12,0
30,9000,13,12,0
21,6300,14,12,0
17,5100,15,12,0
17,5100,16,12,0
21,6300,17,12,0
24,7200,18,12,0
18,5400,19,12,0
21,6300,20,12,0
21,6300,21,12,0
19,5700,22,12,0
21,6300,23,12,0
23,6900,24,12,0
22,6600,25,12,0
19,5700,26,12,0
19,5700,27,12,0
29,8700,28,12,0
23,6900,29,12,0
22,6600,30,12,0
23,6900,31,12,0
