Demand,Sales,Date,Month,Class
32,12159.68,8,12,0
30,11399.7,9,12,0
30,11399.7,10,12,0
36,13679.64,11,12,0
29,11019.71,12,12,0
31,11779.69,13,12,0
29,11019.71,14,12,0
25,9499.75,15,12,0
24,9119.76,16,12,0
32,12159.68,17,12,0
23,8739.77,18,12,0
28,10639.72,19,12,0
25,9499.75,20,12,0
16,6079.84,21,12,1
37,14059.63,22,12,0
31,11779.69,23,12,0
28,10639.72,24,12,0
35,13299.65,25,12,0
28,10639.72,26,12,0
27,10259.73,27,12,0
25,9499.75,28,12,0
17,6459.83,29,12,0
25,9499.75,30,12,0
22,8359.78,31,12,0
