Demand,Sales,Date,Month,Class
29,2899.71,19,6,1
35,3499.65,20,6,0
34,3399.66,21,6,0
33,3299.67,22,6,0
32,3199.68,23,6,0
38,3799.62,24,6,0
32,3199.68,25,6,0
43,4299.57,26,6,0
27,2699.73,27,6,1
36,3599.64,28,6,0
32,3199.68,29,6,0
40,3999.6,30,6,0
38,3799.62,1,7,0
37,3699.63,2,7,0
38,3799.62,3,7,0
30,2999.7,4,7,1
40,3999.6,5,7,0
33,3299.67,6,7,0
31,3099.69,7,7,0
33,3299.67,8,7,0
30,2999.7,9,7,1
30,2999.7,10,7,1
30,2999.7,11,7,1
27,2699.73,12,7,1
31,3099.69,13,7,0
40,3999.6,14,7,0
30,2999.7,15,7,1
32,3199.68,16,7,0
36,3599.64,17,7,0
33,3299.67,18,7,0
34,3399.66,19,7,0
35,3499.65,20,7,0
34,3399.66,21,7,0
38,3799.62,22,7,0
26,2599.74,23,7,1
38,3799.62,24,7,0
37,3699.63,25,7,0
34,3399.66,26,7,0
38,3799.62,27,7,0
43,4299.57,28,7,0
40,3999.6,29,7,0
19,1899.81,30,7,1
36,3599.64,31,7,0
21,2099.79,1,8,1
23,2299.77,2,8,1
36,3599.64,3,8,0
33,3299.67,4,8,0
28,2799.72,5,8,1
26,2599.74,6,8,1
25,2499.75,7,8,1
29,2899.71,8,8,1
24,2399.76,9,8,1
34,3399.66,10,8,0
28,2799.72,11,8,1
25,2499.75,12,8,1
28,2799.72,13,8,1
33,3299.67,14,8,0
26,2599.74,15,8,1
28,2799.72,16,8,1
20,1999.8,17,8,1
32,3199.68,18,8,0
29,2899.71,19,8,1
24,2399.76,20,8,1
25,2499.75,21,8,1
23,2299.77,22,8,1
31,3099.69,23,8,0
28,2799.72,24,8,1
33,3299.67,25,8,0
22,2199.78,26,8,1
37,3699.63,27,8,0
29,2899.71,28,8,1
29,2899.71,29,8,1
28,2799.72,30,8,1
34,3399.66,31,8,0
33,3299.67,1,9,0
17,1699.83,2,9,1
20,1999.8,3,9,1
31,3099.69,4,9,0
27,2699.73,5,9,1
36,3599.64,6,9,0
24,2399.76,7,9,1
21,2099.79,8,9,1
31,3099.69,9,9,0
32,3199.68,10,9,0
23,2299.77,11,9,1
35,3499.65,12,9,0
27,2699.73,13,9,1
31,3099.69,14,9,0
34,3399.66,15,9,0
20,1999.8,16,9,1
31,3099.69,17,9,0
21,2099.79,18,9,1
27,2699.73,19,9,1
28,2799.72,20,9,1
23,2299.77,21,9,1
30,2999.7,22,9,1
28,2799.72,23,9,1
42,4199.58,24,9,0
28,2799.72,25,9,1
29,2899.71,26,9,1
25,2499.75,27,9,1
22,2199.78,28,9,1
33,3299.67,29,9,0
21,2099.79,30,9,1
47,4699.53,1,10,0
47,4699.53,2,10,0
49,4899.51,3,10,0
44,4399.56,4,10,0
55,5499.45,5,10,0
47,4699.53,6,10,0
50,4999.5,7,10,0
48,4799.52,8,10,0
41,4099.59,9,10,0
46,4599.54,10,10,0
43,4299.57,11,10,0
52,5199.48,12,10,0
48,4799.52,13,10,0
33,3299.67,14,10,0
46,4599.54,15,10,0
41,4099.59,16,10,0
40,3999.6,17,10,0
38,3799.62,18,10,0
49,4899.51,19,10,0
50,4999.5,20,10,0
39,3899.61,21,10,0
59,5899.41,22,10,0
45,4499.55,23,10,0
39,3899.61,24,10,0
48,4799.52,25,10,0
68,6799.32,26,10,0
46,4599.54,27,10,0
42,4199.58,28,10,0
38,3799.62,29,10,0
54,5399.46,30,10,0
48,4799.52,31,10,0
49,4899.51,1,11,0
37,3699.63,2,11,0
32,3199.68,3,11,0
38,3799.62,4,11,0
47,4699.53,5,11,0
32,3199.68,6,11,0
40,3999.6,7,11,0
48,4799.52,8,11,0
44,4399.56,9,11,0
34,3399.66,10,11,0
42,4199.58,11,11,0
37,3699.63,12,11,0
44,4399.56,13,11,0
34,3399.66,14,11,0
43,4299.57,15,11,0
39,3899.61,16,11,0
45,4499.55,17,11,0
44,4399.56,18,11,0
45,4499.55,19,11,0
54,5399.46,20,11,0
55,5499.45,21,11,0
39,3899.61,22,11,0
41,4099.59,23,11,0
40,3999.6,24,11,0
33,3299.67,25,11,0
37,3699.63,26,11,0
39,3899.61,27,11,0
40,3999.6,28,11,0
35,3499.65,29,11,0
50,4999.5,30,11,0
49,4899.51,1,12,0
49,4899.51,2,12,0
52,5199.48,3,12,0
57,5699.43,4,12,0
58,5799.42,5,12,0
52,5199.48,6,12,0
56,5599.44,7,12,0
55,5499.45,8,12,0
44,4399.56,9,12,0
58,5799.42,10,12,0
64,6399.36,11,12,0
60,5999.4,12,12,0
65,6499.35,13,12,0
64,6399.36,14,12,0
66,6599.34,15,12,0
68,6799.32,16,12,0
67,6699.33,17,12,0
71,7099.29,18,12,0
60,5999.4,19,12,0
68,6799.32,20,12,0
63,6299.37,21,12,0
64,6399.36,22,12,0
59,5899.41,23,12,0
55,5499.45,24,12,0
60,5999.4,25,12,0
51,5099.49,26,12,0
62,6199.38,27,12,0
62,6199.38,28,12,0
57,5699.43,29,12,0
60,5999.4,30,12,0
46,4599.54,31,12,0
