Demand,Sales,Date,Month,Class
18,12600,16,11,1
17,11900,17,11,1
22,15400,18,11,0
26,18200,19,11,0
28,19600,20,11,0
29,20300,21,11,0
27,18900,22,11,0
23,16100,23,11,0
21,14700,24,11,0
26,18200,25,11,0
27,18900,26,11,0
30,21000,27,11,0
24,16800,28,11,0
15,10500,29,11,1
19,13300,30,11,0
34,23800,1,12,0
18,12600,2,12,1
22,15400,3,12,0
46,32200,4,12,0
30,21000,5,12,0
30,21000,6,12,0
15,10500,7,12,1
26,18200,8,12,0
36,25200,9,12,0
37,25900,10,12,0
37,25900,11,12,0
37,25900,12,12,0
34,23800,13,12,0
29,20300,14,12,0
20,14000,15,12,0
31,21700,16,12,0
28,19600,17,12,0
32,22400,18,12,0
33,23100,19,12,0
29,20300,20,12,0
30,21000,21,12,0
24,16800,22,12,0
32,22400,23,12,0
32,22400,24,12,0
26,18200,25,12,0
32,22400,26,12,0
27,18900,27,12,0
20,14000,28,12,0
28,19600,29,12,0
28,19600,30,12,0
23,16100,31,12,0
