Demand,Sales,Date,Month,Class
53,7950,20,11,0
60,9000,21,11,0
51,7650,22,11,0
41,6150,23,11,1
44,6600,24,11,0
52,7800,25,11,0
40,6000,26,11,1
61,9150,27,11,0
53,7950,28,11,0
48,7200,29,11,0
50,7500,30,11,0
48,7200,1,12,0
62,9300,2,12,0
61,9150,3,12,0
69,10350,4,12,0
64,9600,5,12,0
70,10500,6,12,0
67,10050,7,12,0
58,8700,8,12,0
68,10200,9,12,0
72,10800,10,12,0
81,12150,11,12,0
62,9300,12,12,0
75,11250,13,12,0
71,10650,14,12,0
54,8100,15,12,0
55,8250,16,12,0
76,11400,17,12,0
71,10650,18,12,0
64,9600,19,12,0
57,8550,20,12,0
66,9900,21,12,0
67,10050,22,12,0
77,11550,23,12,0
70,10500,24,12,0
70,10500,25,12,0
75,11250,26,12,0
66,9900,27,12,0
73,10950,28,12,0
85,12750,29,12,0
70,10500,30,12,0
51,7650,31,12,0
