Demand,Sales,Date,Month,Class
17,16999.83,19,12,0
20,19999.8,20,12,0
19,18999.81,21,12,0
10,9999.9,22,12,1
16,15999.84,23,12,0
19,18999.81,24,12,0
20,19999.8,25,12,0
18,17999.82,26,12,0
18,17999.82,27,12,0
15,14999.85,28,12,0
21,20999.79,29,12,0
19,18999.81,30,12,0
26,25999.74,31,12,0
