Demand,Sales,Date,Month,Class
2,1200,28,5,1
2,1200,29,5,1
2,1200,30,5,1
2,1200,31,5,1
2,1200,1,6,1
4,2400,2,6,0
2,1200,3,6,1
2,1200,4,6,1
0,0,5,6,1
3,1800,6,6,0
1,600,7,6,1
0,0,8,6,1
1,600,9,6,1
3,1800,10,6,0
2,1200,11,6,1
0,0,12,6,1
0,0,13,6,1
1,600,14,6,1
2,1200,15,6,1
1,600,16,6,1
1,600,17,6,1
0,0,18,6,1
2,1200,19,6,1
2,1200,20,6,1
0,0,21,6,1
2,1200,22,6,1
1,600,23,6,1
2,1200,24,6,1
1,600,25,6,1
1,600,26,6,1
1,600,27,6,1
3,1800,28,6,0
3,1800,29,6,0
0,0,30,6,1
1,600,1,7,1
0,0,2,7,1
1,600,3,7,1
1,600,4,7,1
1,600,5,7,1
1,600,6,7,1
2,1200,7,7,1
1,600,8,7,1
0,0,9,7,1
3,1800,10,7,0
1,600,11,7,1
5,3000,12,7,0
3,1800,13,7,0
0,0,14,7,1
2,1200,15,7,1
1,600,16,7,1
2,1200,17,7,1
2,1200,18,7,1
4,2400,19,7,0
1,600,20,7,1
3,1800,21,7,0
3,1800,22,7,0
2,1200,23,7,1
3,1800,24,7,0
0,0,25,7,1
1,600,26,7,1
2,1200,27,7,1
3,1800,28,7,0
3,1800,29,7,0
2,1200,30,7,1
1,600,31,7,1
0,0,1,8,1
3,1800,2,8,0
2,1200,3,8,1
1,600,4,8,1
1,600,5,8,1
5,3000,6,8,0
1,600,7,8,1
0,0,8,8,1
1,600,9,8,1
3,1800,10,8,0
1,600,11,8,1
4,2400,12,8,0
1,600,13,8,1
1,600,14,8,1
0,0,15,8,1
3,1800,16,8,0
2,1200,17,8,1
0,0,18,8,1
1,600,19,8,1
1,600,20,8,1
2,1200,21,8,1
0,0,22,8,1
1,600,23,8,1
1,600,24,8,1
1,600,25,8,1
0,0,26,8,1
0,0,27,8,1
4,2400,28,8,0
4,2400,29,8,0
1,600,30,8,1
1,600,31,8,1
1,600,1,9,1
2,1200,2,9,1
2,1200,3,9,1
0,0,4,9,1
0,0,5,9,1
1,600,6,9,1
2,1200,7,9,1
1,600,8,9,1
3,1800,9,9,0
0,0,10,9,1
1,600,11,9,1
2,1200,12,9,1
1,600,13,9,1
1,600,14,9,1
1,600,15,9,1
0,0,16,9,1
2,1200,17,9,1
1,600,18,9,1
1,600,19,9,1
0,0,20,9,1
0,0,21,9,1
2,1200,22,9,1
1,600,23,9,1
0,0,24,9,1
0,0,25,9,1
0,0,26,9,1
2,1200,27,9,1
1,600,28,9,1
0,0,29,9,1
2,1200,30,9,1
2,1200,1,10,1
2,1200,2,10,1
1,600,3,10,1
2,1200,4,10,1
1,600,5,10,1
2,1200,6,10,1
1,600,7,10,1
1,600,8,10,1
1,600,9,10,1
4,2400,10,10,0
3,1800,11,10,0
6,3600,12,10,0
3,1800,13,10,0
2,1200,14,10,1
0,0,15,10,1
2,1200,16,10,1
1,600,17,10,1
1,600,18,10,1
0,0,19,10,1
1,600,20,10,1
0,0,21,10,1
3,1800,22,10,0
1,600,23,10,1
1,600,24,10,1
1,600,25,10,1
2,1200,26,10,1
1,600,27,10,1
0,0,28,10,1
1,600,29,10,1
3,1800,30,10,0
1,600,31,10,1
1,600,1,11,1
2,1200,2,11,1
3,1800,3,11,0
1,600,4,11,1
2,1200,5,11,1
1,600,6,11,1
2,1200,7,11,1
2,1200,8,11,1
2,1200,9,11,1
1,600,10,11,1
0,0,11,11,1
1,600,12,11,1
2,1200,13,11,1
1,600,14,11,1
2,1200,15,11,1
3,1800,16,11,0
3,1800,17,11,0
5,3000,18,11,0
2,1200,19,11,1
4,2400,20,11,0
1,600,21,11,1
0,0,22,11,1
2,1200,23,11,1
2,1200,24,11,1
2,1200,25,11,1
1,600,26,11,1
2,1200,27,11,1
2,1200,28,11,1
3,1800,29,11,0
1,600,30,11,1
3,1800,1,12,0
5,3000,2,12,0
0,0,3,12,1
2,1200,4,12,1
4,2400,5,12,0
4,2400,6,12,0
4,2400,7,12,0
4,2400,8,12,0
2,1200,9,12,1
5,3000,10,12,0
0,0,11,12,1
2,1200,12,12,1
4,2400,13,12,0
2,1200,14,12,1
1,600,15,12,1
1,600,16,12,1
3,1800,17,12,0
3,1800,18,12,0
0,0,19,12,1
3,1800,20,12,0
5,3000,21,12,0
4,2400,22,12,0
1,600,23,12,1
5,3000,24,12,0
2,1200,25,12,1
4,2400,26,12,0
1,600,27,12,1
3,1800,28,12,0
3,1800,29,12,0
2,1200,30,12,1
4,2400,31,12,0
