Demand,Sales,Date,Month,Class
2,1200,16,4,1
2,1200,17,4,1
0,0,18,4,1
2,1200,19,4,1
0,0,20,4,1
3,1800,21,4,1
2,1200,22,4,1
1,600,23,4,1
4,2400,24,4,0
3,1800,25,4,1
3,1800,26,4,1
4,2400,27,4,0
1,600,28,4,1
0,0,29,4,1
0,0,30,4,1
1,600,1,5,1
4,2400,2,5,0
5,3000,3,5,0
2,1200,4,5,1
2,1200,5,5,1
4,2400,6,5,0
0,0,7,5,1
3,1800,8,5,1
0,0,9,5,1
2,1200,10,5,1
6,3600,11,5,0
2,1200,12,5,1
0,0,13,5,1
1,600,14,5,1
2,1200,15,5,1
3,1800,16,5,1
1,600,17,5,1
2,1200,18,5,1
1,600,19,5,1
1,600,20,5,1
1,600,21,5,1
3,1800,22,5,1
1,600,23,5,1
2,1200,24,5,1
4,2400,25,5,0
1,600,26,5,1
0,0,27,5,1
2,1200,28,5,1
3,1800,29,5,1
3,1800,30,5,1
2,1200,31,5,1
1,600,1,6,1
1,600,2,6,1
1,600,3,6,1
5,3000,4,6,0
2,1200,5,6,1
0,0,6,6,1
2,1200,7,6,1
2,1200,8,6,1
0,0,9,6,1
3,1800,10,6,1
2,1200,11,6,1
2,1200,12,6,1
1,600,13,6,1
2,1200,14,6,1
1,600,15,6,1
5,3000,16,6,0
2,1200,17,6,1
2,1200,18,6,1
5,3000,19,6,0
1,600,20,6,1
1,600,21,6,1
2,1200,22,6,1
1,600,23,6,1
2,1200,24,6,1
4,2400,25,6,0
2,1200,26,6,1
1,600,27,6,1
0,0,28,6,1
2,1200,29,6,1
0,0,30,6,1
2,1200,1,7,1
2,1200,2,7,1
1,600,3,7,1
3,1800,4,7,1
1,600,5,7,1
2,1200,6,7,1
1,600,7,7,1
3,1800,8,7,1
2,1200,9,7,1
1,600,10,7,1
1,600,11,7,1
3,1800,12,7,1
2,1200,13,7,1
2,1200,14,7,1
2,1200,15,7,1
2,1200,16,7,1
4,2400,17,7,0
1,600,18,7,1
0,0,19,7,1
1,600,20,7,1
0,0,21,7,1
1,600,22,7,1
3,1800,23,7,1
1,600,24,7,1
2,1200,25,7,1
4,2400,26,7,0
2,1200,27,7,1
1,600,28,7,1
2,1200,29,7,1
0,0,30,7,1
0,0,31,7,1
0,0,1,8,1
3,1800,2,8,1
0,0,3,8,1
3,1800,4,8,1
1,600,5,8,1
2,1200,6,8,1
1,600,7,8,1
4,2400,8,8,0
1,600,9,8,1
2,1200,10,8,1
1,600,11,8,1
1,600,12,8,1
3,1800,13,8,1
2,1200,14,8,1
1,600,15,8,1
5,3000,16,8,0
1,600,17,8,1
1,600,18,8,1
2,1200,19,8,1
3,1800,20,8,1
1,600,21,8,1
0,0,22,8,1
0,0,23,8,1
1,600,24,8,1
2,1200,25,8,1
1,600,26,8,1
1,600,27,8,1
3,1800,28,8,1
0,0,29,8,1
0,0,30,8,1
2,1200,31,8,1
0,0,1,9,1
1,600,2,9,1
1,600,3,9,1
2,1200,4,9,1
1,600,5,9,1
2,1200,6,9,1
2,1200,7,9,1
1,600,8,9,1
2,1200,9,9,1
3,1800,10,9,1
1,600,11,9,1
3,1800,12,9,1
2,1200,13,9,1
2,1200,14,9,1
3,1800,15,9,1
1,600,16,9,1
3,1800,17,9,1
4,2400,18,9,0
3,1800,19,9,1
1,600,20,9,1
0,0,21,9,1
0,0,22,9,1
0,0,23,9,1
1,600,24,9,1
0,0,25,9,1
2,1200,26,9,1
0,0,27,9,1
2,1200,28,9,1
2,1200,29,9,1
1,600,30,9,1
1,600,1,10,1
1,600,2,10,1
1,600,3,10,1
2,1200,4,10,1
1,600,5,10,1
1,600,6,10,1
2,1200,7,10,1
3,1800,8,10,1
4,2400,9,10,0
0,0,10,10,1
2,1200,11,10,1
2,1200,12,10,1
8,4800,13,10,0
1,600,14,10,1
6,3600,15,10,0
1,600,16,10,1
1,600,17,10,1
1,600,18,10,1
3,1800,19,10,1
0,0,20,10,1
0,0,21,10,1
1,600,22,10,1
4,2400,23,10,0
1,600,24,10,1
4,2400,25,10,0
2,1200,26,10,1
2,1200,27,10,1
1,600,28,10,1
0,0,29,10,1
2,1200,30,10,1
3,1800,31,10,1
1,600,1,11,1
1,600,2,11,1
1,600,3,11,1
1,600,4,11,1
3,1800,5,11,1
2,1200,6,11,1
1,600,7,11,1
0,0,8,11,1
3,1800,9,11,1
3,1800,10,11,1
2,1200,11,11,1
1,600,12,11,1
1,600,13,11,1
1,600,14,11,1
3,1800,15,11,1
2,1200,16,11,1
0,0,17,11,1
1,600,18,11,1
2,1200,19,11,1
2,1200,20,11,1
1,600,21,11,1
2,1200,22,11,1
2,1200,23,11,1
2,1200,24,11,1
1,600,25,11,1
2,1200,26,11,1
7,4200,27,11,0
0,0,28,11,1
1,600,29,11,1
4,2400,30,11,0
3,1800,1,12,1
4,2400,2,12,0
4,2400,3,12,0
3,1800,4,12,1
5,3000,5,12,0
1,600,6,12,1
1,600,7,12,1
3,1800,8,12,1
2,1200,9,12,1
2,1200,10,12,1
3,1800,11,12,1
0,0,12,12,1
0,0,13,12,1
5,3000,14,12,0
2,1200,15,12,1
1,600,16,12,1
7,4200,17,12,0
2,1200,18,12,1
3,1800,19,12,1
3,1800,20,12,1
1,600,21,12,1
2,1200,22,12,1
2,1200,23,12,1
5,3000,24,12,0
0,0,25,12,1
1,600,26,12,1
0,0,27,12,1
3,1800,28,12,1
4,2400,29,12,0
3,1800,30,12,1
5,3000,31,12,0
