Demand,Sales,Date,Month,Class
9,5400,5,7,1
9,5400,6,7,1
10,6000,7,7,1
20,12000,8,7,0
10,6000,9,7,1
15,9000,10,7,0
12,7200,11,7,1
11,6600,12,7,1
9,5400,13,7,1
10,6000,14,7,1
18,10800,15,7,0
19,11400,16,7,0
12,7200,17,7,1
10,6000,18,7,1
13,7800,19,7,1
7,4200,20,7,1
21,12600,21,7,0
17,10200,22,7,0
13,7800,23,7,1
16,9600,24,7,0
12,7200,25,7,1
17,10200,26,7,0
10,6000,27,7,1
16,9600,28,7,0
15,9000,29,7,0
13,7800,30,7,1
15,9000,31,7,0
12,7200,1,8,1
21,12600,2,8,0
12,7200,3,8,1
9,5400,4,8,1
13,7800,5,8,1
10,6000,6,8,1
11,6600,7,8,1
11,6600,8,8,1
13,7800,9,8,1
13,7800,10,8,1
11,6600,11,8,1
9,5400,12,8,1
12,7200,13,8,1
13,7800,14,8,1
10,6000,15,8,1
12,7200,16,8,1
20,12000,17,8,0
5,3000,18,8,1
12,7200,19,8,1
17,10200,20,8,0
4,2400,21,8,1
8,4800,22,8,1
10,6000,23,8,1
11,6600,24,8,1
13,7800,25,8,1
9,5400,26,8,1
17,10200,27,8,0
12,7200,28,8,1
4,2400,29,8,1
13,7800,30,8,1
11,6600,31,8,1
9,5400,1,9,1
16,9600,2,9,0
12,7200,3,9,1
14,8400,4,9,1
7,4200,5,9,1
10,6000,6,9,1
13,7800,7,9,1
17,10200,8,9,0
12,7200,9,9,1
10,6000,10,9,1
15,9000,11,9,0
8,4800,12,9,1
10,6000,13,9,1
11,6600,14,9,1
13,7800,15,9,1
13,7800,16,9,1
11,6600,17,9,1
12,7200,18,9,1
9,5400,19,9,1
10,6000,20,9,1
6,3600,21,9,1
9,5400,22,9,1
5,3000,23,9,1
10,6000,24,9,1
13,7800,25,9,1
12,7200,26,9,1
13,7800,27,9,1
13,7800,28,9,1
13,7800,29,9,1
16,9600,30,9,0
23,13800,1,10,0
18,10800,2,10,0
17,10200,3,10,0
27,16200,4,10,0
26,15600,5,10,0
23,13800,6,10,0
22,13200,7,10,0
16,9600,8,10,0
14,8400,9,10,1
17,10200,10,10,0
14,8400,11,10,1
15,9000,12,10,0
26,15600,13,10,0
18,10800,14,10,0
19,11400,15,10,0
22,13200,16,10,0
17,10200,17,10,0
24,14400,18,10,0
15,9000,19,10,0
19,11400,20,10,0
17,10200,21,10,0
21,12600,22,10,0
18,10800,23,10,0
26,15600,24,10,0
13,7800,25,10,1
23,13800,26,10,0
16,9600,27,10,0
19,11400,28,10,0
24,14400,29,10,0
15,9000,30,10,0
13,7800,31,10,1
15,9000,1,11,0
23,13800,2,11,0
13,7800,3,11,1
15,9000,4,11,0
17,10200,5,11,0
20,12000,6,11,0
16,9600,7,11,0
16,9600,8,11,0
19,11400,9,11,0
13,7800,10,11,1
17,10200,11,11,0
10,6000,12,11,1
18,10800,13,11,0
14,8400,14,11,1
11,6600,15,11,1
18,10800,16,11,0
24,14400,17,11,0
14,8400,18,11,1
18,10800,19,11,0
16,9600,20,11,0
19,11400,21,11,0
16,9600,22,11,0
15,9000,23,11,0
24,14400,24,11,0
13,7800,25,11,1
10,6000,26,11,1
18,10800,27,11,0
13,7800,28,11,1
22,13200,29,11,0
15,9000,30,11,0
21,12600,1,12,0
17,10200,2,12,0
30,18000,3,12,0
28,16800,4,12,0
17,10200,5,12,0
22,13200,6,12,0
21,12600,7,12,0
23,13800,8,12,0
21,12600,9,12,0
26,15600,10,12,0
21,12600,11,12,0
24,14400,12,12,0
23,13800,13,12,0
28,16800,14,12,0
24,14400,15,12,0
27,16200,16,12,0
24,14400,17,12,0
22,13200,18,12,0
15,9000,19,12,0
27,16200,20,12,0
21,12600,21,12,0
30,18000,22,12,0
26,15600,23,12,0
27,16200,24,12,0
24,14400,25,12,0
21,12600,26,12,0
18,10800,27,12,0
20,12000,28,12,0
25,15000,29,12,0
24,14400,30,12,0
18,10800,31,12,0
